ID	SRR14062898	SRR14062899	SRR14062940	SRR14062947
hsa-miR-3943	0	0	0	0
hsa-miR-3944-5p	0	2	3	1
hsa-miR-3944-3p	0	0	0	0
hsa-miR-3945	0	0	0	0
hsa-miR-374c-5p	0	3	0	0
hsa-miR-374c-3p	0	3	3	0
hsa-miR-642b-5p	0	0	0	1
hsa-miR-642b-3p	0	0	0	0
hsa-miR-550b-2-5p	15	8	42	10
hsa-miR-550b-3p	0	0	0	0
hsa-miR-548z	10	16	18	12
hsa-miR-548aa	7	2	7	2
hsa-miR-548o-5p	1	0	1	1
hsa-miR-1268b	0	0	0	0
hsa-miR-378e	4	4	4	3
hsa-miR-548ab	0	0	1	0
hsa-miR-4418	0	0	0	0
hsa-miR-378f	0	1	0	0
hsa-miR-4420	0	0	0	0
hsa-miR-4421	0	0	0	0
hsa-miR-4422	0	1	0	1
hsa-miR-4423-5p	0	0	0	0
hsa-miR-4423-3p	0	0	0	0
hsa-miR-378g	0	0	0	0
hsa-miR-548ac	1	3	6	6
hsa-miR-4424	0	0	0	1
hsa-miR-4425	0	0	0	0
hsa-miR-4426	0	0	0	0
hsa-miR-4427	0	0	0	0
hsa-miR-4428	0	0	0	0
hsa-miR-4429	0	0	0	0
hsa-miR-4430	0	0	0	0
hsa-miR-548ad-5p	0	2	1	2
hsa-miR-548ad-3p	0	0	0	0
hsa-miR-4431	0	0	0	0
hsa-miR-4432	0	0	0	0
hsa-miR-4433a-5p	1	0	0	1
hsa-miR-4433a-3p	0	0	0	0
hsa-miR-4434	0	0	0	0
hsa-miR-4435	16	11	21	33
hsa-miR-4436a	0	0	0	0
hsa-miR-4437	0	0	0	0
hsa-miR-548ae-3p	1	0	0	0
hsa-miR-548ae-5p	0	0	0	0
hsa-miR-4438	0	0	0	0
hsa-miR-4439	0	0	0	0
hsa-miR-4440	1	0	0	0
hsa-miR-4441	0	0	0	0
hsa-miR-4442	0	0	0	0
hsa-miR-4443	13	5	2	6
hsa-miR-4444	0	0	0	0
hsa-miR-4445-5p	0	0	0	0
hsa-miR-4445-3p	0	0	0	0
hsa-miR-4446-5p	0	0	0	0
hsa-miR-4446-3p	0	1	0	0
hsa-miR-4447	0	0	0	0
hsa-miR-4448	1	2	5	0
hsa-miR-4449	0	0	0	0
hsa-miR-548ag	0	0	0	0
hsa-miR-4450	0	0	0	0
hsa-miR-548ah-5p	0	0	0	0
hsa-miR-548ah-3p	0	1	0	0
hsa-miR-4451	0	0	0	0
hsa-miR-4452	0	0	0	0
hsa-miR-4453	0	0	0	0
hsa-miR-4454	13	15	16	10
hsa-miR-4455	0	0	0	0
hsa-miR-4456	0	0	0	0
hsa-miR-4457	0	0	0	0
hsa-miR-4458	0	0	0	0
hsa-miR-4460	0	0	0	0
hsa-miR-378h	0	0	0	0
hsa-miR-3135b	0	0	0	0
hsa-miR-4462	0	0	0	0
hsa-miR-4463	0	0	0	0
hsa-miR-4464	0	0	0	0
hsa-miR-548ai	0	0	0	0
hsa-miR-548aj-3p	0	0	0	0
hsa-miR-548aj-5p	3	11	4	11
hsa-miR-4465	0	0	0	0
hsa-miR-4466	1	0	0	0
hsa-miR-4467	0	0	0	0
hsa-miR-4468	0	0	0	0
hsa-miR-4469	0	0	0	0
hsa-miR-4470	0	0	0	0
hsa-miR-4471	0	0	0	0
hsa-miR-4472	0	0	0	0
hsa-miR-4473	6	4	3	6
hsa-miR-4474-5p	0	0	0	0
hsa-miR-4474-3p	0	0	0	0
hsa-miR-4475	0	0	0	0
hsa-miR-4476	0	0	0	0
hsa-miR-4477a	0	0	0	0
hsa-miR-4477b	1	0	0	0
hsa-miR-4478	0	0	0	0
hsa-miR-3689c	0	0	0	0
hsa-miR-3689d	0	0	0	0
hsa-miR-3689e	0	0	0	0
hsa-miR-3689f	0	0	0	0
hsa-miR-4479	1	0	0	0
hsa-miR-3155b	0	0	0	0
hsa-miR-548ak	0	0	0	0
hsa-miR-4480	0	0	0	0
hsa-miR-4481	0	0	0	0
hsa-miR-4482-5p	0	0	1	0
hsa-miR-4482-3p	5	0	59	9
hsa-miR-4483	0	0	0	0
hsa-miR-4484	0	0	0	0
hsa-miR-4485-5p	0	0	0	0
hsa-miR-4485-3p	0	0	0	0
hsa-miR-4486	0	0	0	0
hsa-miR-4487	0	0	0	1
hsa-miR-4488	0	3	0	0
hsa-miR-4489	0	0	0	0
hsa-miR-548al	0	0	3	0
hsa-miR-4490	0	0	0	0
hsa-miR-4491	0	0	0	0
hsa-miR-4492	2	0	0	1
hsa-miR-4493	0	0	0	0
hsa-miR-4494	0	0	0	0
hsa-miR-4495	0	0	0	0
hsa-miR-4496	0	0	0	0
hsa-miR-4497	1	0	1	1
hsa-miR-4498	0	0	0	0
hsa-miR-4499	0	0	0	0
hsa-miR-4500	0	0	0	0
hsa-miR-4501	0	0	0	0
hsa-miR-4502	0	0	0	0
hsa-miR-4503	0	1	0	1
hsa-miR-4504	1	5	4	2
hsa-miR-4505	0	0	0	0
hsa-miR-4506	0	0	0	0
hsa-miR-2392	0	0	0	0
hsa-miR-4507	0	0	0	0
hsa-miR-4508	0	4	1	1
hsa-miR-4509	0	0	0	0
hsa-miR-4510	0	0	0	0
hsa-miR-4511	11	5	12	3
hsa-miR-4512	1	0	0	0
hsa-miR-4513	0	0	0	0
hsa-miR-4514	0	0	0	0
hsa-miR-4515	0	0	0	0
hsa-miR-4516	1	1	0	0
hsa-miR-4517	0	0	0	0
hsa-miR-4518	0	0	0	0
hsa-miR-4519	0	0	0	0
hsa-miR-4520-5p	0	0	0	0
hsa-miR-4520-3p	0	0	0	0
hsa-miR-4521	0	0	0	1
hsa-miR-1269b	0	0	0	0
hsa-miR-4522	0	0	0	0
hsa-miR-4523	0	0	0	0
hsa-miR-4524a-5p	0	0	0	0
hsa-miR-4524a-3p	0	0	0	0
hsa-miR-4525	0	0	0	0
hsa-miR-4526	0	0	0	0
hsa-miR-4527	0	0	0	0
hsa-miR-4528	0	0	0	0
hsa-miR-4529-5p	0	0	0	0
hsa-miR-4529-3p	0	0	0	0
hsa-miR-4530	0	0	0	0
hsa-miR-4531	0	0	0	0
hsa-miR-4533	0	0	0	0
hsa-miR-4534	0	0	0	0
hsa-miR-378i	0	0	0	0
hsa-miR-4535	0	0	0	0
hsa-miR-548am-5p	0	1	0	0
hsa-miR-548am-3p	2	1	0	0
hsa-miR-1587	0	0	0	0
hsa-miR-4536-5p	0	0	0	0
hsa-miR-4536-3p	0	0	0	0
hsa-miR-548an	0	0	1	0
hsa-miR-4537	0	0	0	0
hsa-miR-4538	0	0	0	0
hsa-miR-4539	0	0	0	0
hsa-miR-4540	0	0	0	0
hsa-miR-3960	8	26	6	6
hsa-miR-3972	0	0	0	0
hsa-miR-3973	0	0	0	0
hsa-miR-3974	0	0	0	0
hsa-miR-3975	0	0	0	0
hsa-miR-3976	0	0	0	0
hsa-miR-3977	0	0	0	0
hsa-miR-3978	0	0	0	0
hsa-miR-4632-5p	0	0	0	0
hsa-miR-4632-3p	0	0	0	0
hsa-miR-4633-5p	0	0	0	0
hsa-miR-4633-3p	0	0	0	0
hsa-miR-4634	0	1	4	4
hsa-miR-4635	1	0	1	0
hsa-miR-4636	0	0	0	0
hsa-miR-4637	0	0	2	3
hsa-miR-4638-5p	0	0	0	0
hsa-miR-4638-3p	0	3	5	1
hsa-miR-4639-5p	0	0	0	0
hsa-miR-4639-3p	0	0	0	0
hsa-miR-4640-5p	0	0	0	0
hsa-miR-4640-3p	0	0	0	0
hsa-miR-4641	0	0	0	0
hsa-miR-4642	0	0	0	0
hsa-miR-4643	0	0	0	0
hsa-miR-4644	0	0	0	0
hsa-miR-4645-5p	0	0	0	0
hsa-miR-4645-3p	0	2	6	1
hsa-miR-4646-5p	0	0	0	0
hsa-miR-4646-3p	0	2	0	0
hsa-miR-4647	0	0	0	0
hsa-miR-4648	0	0	0	0
hsa-miR-4649-5p	0	0	0	0
hsa-miR-4649-3p	0	0	0	0
hsa-miR-4650-5p	0	0	0	0
hsa-miR-4650-3p	0	0	0	0
hsa-miR-4651	0	0	0	0
hsa-miR-4652-5p	0	0	0	0
hsa-miR-4652-3p	0	0	0	0
hsa-miR-4653-5p	0	0	0	0
hsa-miR-4653-3p	0	0	0	0
hsa-miR-4654	0	0	0	0
hsa-miR-4655-5p	0	0	0	0
hsa-miR-4655-3p	0	0	0	0
hsa-miR-4656	0	0	0	0
hsa-miR-4657	0	0	0	0
hsa-miR-4658	0	0	0	0
hsa-miR-4659a-5p	2	1	2	6
hsa-miR-4659a-3p	3	1	6	6
hsa-miR-4660	0	0	0	0
hsa-miR-4661-5p	0	1	2	1
hsa-miR-4661-3p	0	0	0	0
hsa-miR-4662a-5p	2	2	4	6
hsa-miR-4662a-3p	0	0	0	0
hsa-miR-4659b-5p	0	0	0	0
hsa-miR-4659b-3p	5	3	8	10
hsa-miR-4663	0	0	0	0
hsa-miR-4662b	0	0	0	0
hsa-miR-4664-5p	0	0	0	0
hsa-miR-4664-3p	0	0	1	0
hsa-miR-4665-5p	0	0	0	0
hsa-miR-4665-3p	0	0	0	0
hsa-miR-4666a-5p	0	0	0	0
hsa-miR-4666a-3p	0	0	0	0
hsa-miR-4667-5p	0	0	0	0
hsa-miR-4667-3p	0	0	0	0
hsa-miR-4668-5p	0	0	1	2
hsa-miR-4668-3p	0	0	1	0
hsa-miR-219b-5p	3	1	5	0
hsa-miR-219b-3p	0	1	0	0
hsa-miR-4669	0	0	0	0
hsa-miR-4670-5p	0	1	0	0
hsa-miR-4670-3p	0	1	1	1
hsa-miR-4671-5p	0	0	0	0
hsa-miR-4671-3p	0	0	0	0
hsa-miR-4672	0	6	3	1
hsa-miR-4673	0	0	0	0
hsa-miR-4674	0	0	0	0
hsa-miR-4675	0	0	0	0
hsa-miR-4676-5p	0	0	0	0
hsa-miR-4676-3p	1	1	0	2
hsa-miR-4677-5p	1	0	5	2
hsa-miR-4677-3p	66	60	103	86
hsa-miR-4678	0	0	0	0
hsa-miR-4679	0	0	0	1
hsa-miR-4680-5p	0	0	0	0
hsa-miR-4680-3p	0	0	0	0
hsa-miR-4681	0	0	0	0
hsa-miR-4682	0	0	0	0
hsa-miR-4683	0	0	0	0
hsa-miR-4684-5p	0	0	0	0
hsa-miR-4684-3p	0	0	0	0
hsa-miR-4685-5p	0	0	0	0
hsa-miR-4685-3p	28	45	85	137
hsa-miR-4686	0	0	0	0
hsa-miR-4687-5p	2	3	6	2
hsa-miR-4687-3p	0	0	0	0
hsa-miR-1343-5p	0	0	0	0
hsa-miR-1343-3p	1	0	3	2
hsa-miR-4688	0	0	0	0
hsa-miR-4689	0	0	0	0
hsa-miR-4690-5p	0	0	0	0
hsa-miR-4690-3p	0	1	0	1
hsa-miR-4691-5p	0	0	0	0
hsa-miR-4691-3p	0	0	0	0
hsa-miR-4692	0	0	0	0
hsa-miR-4693-5p	0	0	0	0
hsa-miR-4693-3p	0	0	0	0
hsa-miR-4694-5p	0	0	0	0
hsa-miR-4694-3p	0	0	0	0
hsa-miR-4695-5p	0	0	0	0
hsa-miR-4695-3p	0	0	1	0
hsa-miR-4696	0	0	0	0
hsa-miR-4697-5p	0	0	0	0
hsa-miR-4697-3p	0	0	0	0
hsa-miR-4698	0	0	0	0
hsa-miR-4699-5p	0	0	0	0
hsa-miR-4699-3p	0	0	0	0
hsa-miR-4700-5p	0	0	0	0
hsa-miR-4700-3p	0	0	0	0
hsa-miR-4701-5p	0	0	0	0
hsa-miR-4701-3p	0	0	0	0
hsa-miR-4703-5p	0	0	0	0
hsa-miR-4703-3p	0	0	0	0
hsa-miR-4704-5p	0	0	0	0
hsa-miR-4704-3p	0	0	0	0
hsa-miR-4705	0	0	0	0
hsa-miR-4706	0	0	0	0
hsa-miR-4707-5p	0	0	0	0
hsa-miR-4707-3p	0	0	0	8
hsa-miR-4708-5p	0	0	0	0
hsa-miR-4708-3p	1	0	0	0
hsa-miR-4709-5p	0	0	0	0
hsa-miR-4709-3p	0	0	0	0
hsa-miR-203b-5p	0	0	0	0
hsa-miR-203b-3p	0	0	0	0
hsa-miR-4710	0	0	0	0
hsa-miR-4711-5p	0	0	0	0
hsa-miR-4711-3p	0	0	0	0
hsa-miR-4712-5p	0	0	0	0
hsa-miR-4712-3p	0	0	0	0
hsa-miR-4713-5p	0	0	0	0
hsa-miR-4713-3p	0	0	0	0
hsa-miR-4714-5p	4	2	3	2
hsa-miR-4714-3p	0	1	2	0
hsa-miR-4715-5p	0	0	0	0
hsa-miR-4715-3p	0	0	0	0
hsa-miR-4716-5p	0	0	0	0
hsa-miR-4716-3p	0	0	0	0
hsa-miR-3529-5p	0	0	0	0
hsa-miR-3529-3p	0	0	0	0
hsa-miR-4717-5p	0	0	0	0
hsa-miR-4717-3p	0	0	0	0
hsa-miR-4718	0	0	0	0
hsa-miR-4719	0	0	0	0
hsa-miR-4720-5p	0	0	0	0
hsa-miR-4720-3p	0	0	0	0
hsa-miR-4721	0	0	0	0
hsa-miR-4722-5p	0	0	0	0
hsa-miR-4722-3p	0	0	0	0
hsa-miR-4520-2-3p	0	0	1	0
hsa-miR-4723-5p	0	1	0	1
hsa-miR-4723-3p	0	0	1	0
hsa-miR-451b	0	4	2	1
hsa-miR-4724-5p	0	0	0	0
hsa-miR-4724-3p	0	0	0	0
hsa-miR-4725-5p	0	0	0	0
hsa-miR-4725-3p	0	0	0	0
hsa-miR-4726-5p	0	0	0	0
hsa-miR-4726-3p	0	0	0	0
hsa-miR-4727-5p	0	0	1	0
hsa-miR-4727-3p	0	0	0	0
hsa-miR-4728-5p	0	0	0	0
hsa-miR-4728-3p	0	2	0	0
hsa-miR-4729	0	0	0	0
hsa-miR-4730	0	0	0	0
hsa-miR-4731-5p	0	1	1	0
hsa-miR-4731-3p	0	0	0	0
hsa-miR-4732-5p	16	11	7	16
hsa-miR-4732-3p	419	775	951	1157
hsa-miR-4733-5p	0	0	0	0
hsa-miR-4733-3p	0	0	0	0
hsa-miR-4734	0	0	0	0
hsa-miR-4735-5p	0	0	0	0
hsa-miR-4735-3p	0	0	0	0
hsa-miR-4736	0	0	0	0
hsa-miR-4737	0	0	0	0
hsa-miR-3064-5p	0	0	0	0
hsa-miR-3064-3p	0	0	0	0
hsa-miR-4738-5p	0	0	0	0
hsa-miR-4738-3p	0	1	1	1
hsa-miR-4739	0	0	0	0
hsa-miR-4740-5p	0	0	0	0
hsa-miR-4740-3p	0	0	0	0
hsa-miR-4741	0	0	0	0
hsa-miR-4742-5p	1	2	1	1
hsa-miR-4742-3p	14	11	62	31
hsa-miR-4743-5p	0	0	0	0
hsa-miR-4743-3p	0	0	0	0
hsa-miR-4744	0	0	1	0
hsa-miR-122b-5p	0	0	0	0
hsa-miR-122b-3p	0	0	0	0
hsa-miR-4745-5p	0	1	1	0
hsa-miR-4745-3p	0	1	0	1
hsa-miR-4746-5p	11	10	34	16
hsa-miR-4746-3p	0	0	0	0
hsa-miR-4747-5p	0	0	0	0
hsa-miR-4747-3p	0	0	0	0
hsa-miR-4748	0	0	0	0
hsa-miR-4749-5p	0	0	0	1
hsa-miR-4749-3p	0	0	0	0
hsa-miR-4750-5p	0	0	0	0
hsa-miR-4750-3p	0	0	0	0
hsa-miR-4751	0	0	0	0
hsa-miR-4752	0	0	0	0
hsa-miR-4753-5p	0	1	0	1
hsa-miR-4753-3p	0	0	0	0
hsa-miR-371b-5p	2	0	1	1
hsa-miR-371b-3p	1	0	0	0
hsa-miR-4754	0	0	0	0
hsa-miR-4755-5p	4	2	1	0
hsa-miR-4755-3p	4	0	1	1
hsa-miR-499b-5p	0	0	0	0
hsa-miR-499b-3p	0	0	0	0
hsa-miR-4756-5p	0	0	0	0
hsa-miR-4756-3p	0	0	0	0
hsa-miR-4757-5p	0	0	0	0
hsa-miR-4757-3p	0	1	0	1
hsa-miR-4758-5p	0	0	0	0
hsa-miR-4758-3p	0	0	1	1
hsa-miR-4759	0	0	0	0
hsa-miR-4760-5p	0	0	0	0
hsa-miR-4760-3p	0	0	0	0
hsa-miR-4761-5p	0	0	0	0
hsa-miR-4761-3p	0	0	0	0
hsa-miR-4762-5p	2	3	3	5
hsa-miR-4762-3p	0	0	0	0
hsa-miR-4763-5p	0	0	0	0
hsa-miR-4763-3p	0	0	0	0
hsa-miR-4764-5p	0	0	0	0
hsa-miR-4764-3p	0	0	0	0
hsa-miR-4765	0	0	0	0
hsa-miR-4766-5p	0	0	0	0
hsa-miR-4766-3p	0	0	1	0
hsa-miR-4767	0	0	1	0
hsa-miR-4768-5p	0	0	1	0
hsa-miR-4768-3p	0	0	0	0
hsa-miR-4769-5p	0	0	0	0
hsa-miR-4769-3p	0	0	0	0
hsa-miR-4770	0	0	0	0
hsa-miR-4771	0	0	0	0
hsa-miR-4772-5p	0	0	1	0
hsa-miR-4772-3p	1	1	3	0
hsa-miR-4773	0	0	0	0
hsa-miR-4774-5p	0	0	0	0
hsa-miR-4774-3p	0	0	0	0
hsa-miR-4775	1	9	2	2
hsa-miR-4776-5p	0	0	0	0
hsa-miR-4776-3p	0	0	0	0
hsa-miR-4777-5p	0	0	0	0
hsa-miR-4777-3p	0	0	0	0
hsa-miR-4778-5p	0	0	0	0
hsa-miR-4778-3p	0	0	0	0
hsa-miR-4779	0	0	1	0
hsa-miR-4780	0	0	0	0
hsa-miR-4436b-5p	0	0	0	0
hsa-miR-4436b-3p	0	0	0	0
hsa-miR-4781-5p	0	0	0	0
hsa-miR-4781-3p	5	5	12	6
hsa-miR-4782-5p	0	0	0	0
hsa-miR-4782-3p	0	0	0	0
hsa-miR-4783-5p	0	0	0	0
hsa-miR-4783-3p	0	0	0	0
hsa-miR-4784	0	0	0	0
hsa-miR-4785	3	1	3	2
hsa-miR-1245b-5p	0	0	0	0
hsa-miR-1245b-3p	0	0	0	0
hsa-miR-2467-5p	2	1	0	0
hsa-miR-2467-3p	0	0	0	0
hsa-miR-4786-5p	1	0	1	0
hsa-miR-4786-3p	1	0	0	0
hsa-miR-4787-5p	0	0	1	0
hsa-miR-4787-3p	0	0	1	1
hsa-miR-4788	0	0	0	0
hsa-miR-4789-5p	0	0	0	0
hsa-miR-4789-3p	0	0	0	0
hsa-miR-4790-5p	0	0	0	0
hsa-miR-4790-3p	0	0	0	0
hsa-miR-4791	0	0	0	0
hsa-miR-4793-5p	0	0	0	0
hsa-miR-4793-3p	0	0	0	0
hsa-miR-4794	0	0	0	0
hsa-miR-4795-5p	1	0	0	0
hsa-miR-4795-3p	0	0	0	0
hsa-miR-4796-5p	0	0	0	0
hsa-miR-4796-3p	0	0	0	0
hsa-miR-4797-5p	0	0	0	0
hsa-miR-4797-3p	0	0	0	1
hsa-miR-4798-5p	0	0	0	0
hsa-miR-4798-3p	0	0	0	0
hsa-miR-4799-5p	0	0	0	0
hsa-miR-4799-3p	0	0	0	0
hsa-miR-4800-5p	0	0	0	0
hsa-miR-4800-3p	2	1	0	1
hsa-miR-4801	0	0	0	0
hsa-miR-4802-5p	0	0	0	0
hsa-miR-4802-3p	0	0	0	1
hsa-miR-4803	0	0	0	0
hsa-miR-4804-5p	0	0	0	0
hsa-miR-4804-3p	0	0	0	0
hsa-miR-4999-5p	0	0	2	1
hsa-miR-4999-3p	0	0	0	0
hsa-miR-5000-5p	0	0	0	0
hsa-miR-5000-3p	4	2	12	2
hsa-miR-5001-5p	0	0	0	0
hsa-miR-5001-3p	44	31	110	35
hsa-miR-5002-5p	0	0	0	0
hsa-miR-5002-3p	0	0	0	0
hsa-miR-5003-5p	0	0	0	0
hsa-miR-5003-3p	0	0	0	0
hsa-miR-5004-5p	0	0	0	0
hsa-miR-5004-3p	0	0	0	0
hsa-miR-548ao-5p	0	0	0	0
hsa-miR-548ao-3p	0	0	0	0
hsa-miR-5006-5p	0	0	0	0
hsa-miR-5006-3p	0	0	6	3
hsa-miR-5007-5p	0	0	0	0
hsa-miR-5007-3p	0	0	0	0
hsa-miR-548ap-5p	0	0	0	0
hsa-miR-548ap-3p	0	0	0	0
hsa-miR-5008-5p	0	0	0	0
hsa-miR-5008-3p	0	0	0	0
hsa-miR-5009-5p	1	4	1	0
hsa-miR-5009-3p	0	0	0	0
hsa-miR-5010-5p	0	0	1	2
hsa-miR-5010-3p	7	29	5	11
hsa-miR-5011-5p	0	0	0	0
hsa-miR-5011-3p	0	0	0	0
hsa-miR-5047	0	0	0	0
hsa-miR-5087	0	0	0	0
hsa-miR-5088-5p	0	0	0	0
hsa-miR-5088-3p	0	0	0	0
hsa-miR-5089-5p	0	0	0	0
hsa-miR-5089-3p	0	1	0	0
hsa-miR-5090	0	0	0	0
hsa-miR-5091	0	0	0	0
hsa-miR-5092	0	0	0	0
hsa-miR-5093	0	0	0	0
hsa-miR-5094	3	4	3	5
hsa-miR-5186	0	0	0	0
hsa-miR-5187-5p	0	0	0	0
hsa-miR-5187-3p	0	0	0	0
hsa-miR-5188	0	0	0	1
hsa-miR-5189-5p	1	4	2	7
hsa-miR-5189-3p	2	3	1	2
hsa-miR-5190	0	0	0	0
hsa-miR-5191	0	0	0	0
hsa-miR-5192	0	0	0	0
hsa-miR-5193	1	0	0	1
hsa-miR-5194	0	0	0	0
hsa-miR-5195-5p	0	0	0	0
hsa-miR-5195-3p	0	0	0	0
hsa-miR-5196-5p	0	0	0	0
hsa-miR-5196-3p	0	0	0	0
hsa-miR-5197-5p	0	0	0	0
hsa-miR-5197-3p	0	0	0	0
hsa-miR-4524b-5p	0	0	0	0
hsa-miR-4524b-3p	0	0	0	0
hsa-miR-5571-5p	0	0	0	0
hsa-miR-5571-3p	0	0	0	0
hsa-miR-5100	0	2	1	0
hsa-miR-5572	0	0	0	0
hsa-miR-548aq-5p	0	0	0	0
hsa-miR-548aq-3p	3	9	5	5
hsa-miR-548ar-5p	4	18	9	7
hsa-miR-548ar-3p	0	0	0	1
hsa-miR-548as-5p	1	0	0	0
hsa-miR-548as-3p	0	0	0	0
hsa-miR-5579-5p	0	0	0	0
hsa-miR-5579-3p	0	0	0	0
hsa-miR-664b-5p	1	0	0	1
hsa-miR-664b-3p	9	7	22	15
hsa-miR-5580-5p	0	0	0	0
hsa-miR-5580-3p	0	0	0	0
hsa-miR-5581-5p	0	0	0	0
hsa-miR-5581-3p	4	1	4	3
hsa-miR-548at-5p	2	4	3	1
hsa-miR-548at-3p	0	0	0	0
hsa-miR-5582-5p	0	0	0	0
hsa-miR-5582-3p	0	1	0	1
hsa-miR-5583-5p	0	1	0	3
hsa-miR-5583-3p	0	1	0	0
hsa-miR-5584-5p	0	0	0	0
hsa-miR-5584-3p	0	0	0	0
hsa-miR-5585-5p	0	0	0	0
hsa-miR-5585-3p	0	0	0	1
hsa-miR-5586-5p	0	0	0	0
hsa-miR-5586-3p	0	0	0	0
hsa-miR-5587-5p	0	0	0	0
hsa-miR-5587-3p	0	0	0	0
hsa-miR-548au-5p	1	1	0	1
hsa-miR-548au-3p	0	0	0	0
hsa-miR-1295b-5p	0	0	0	0
hsa-miR-1295b-3p	0	0	0	0
hsa-miR-5588-5p	1	0	1	1
hsa-miR-5588-3p	0	0	0	0
hsa-miR-5589-5p	0	0	0	0
hsa-miR-5589-3p	0	0	0	0
hsa-miR-5590-5p	0	0	0	0
hsa-miR-5590-3p	0	0	0	0
hsa-miR-5591-5p	0	0	0	0
hsa-miR-5591-3p	0	0	0	0
hsa-miR-548av-5p	0	0	0	0
hsa-miR-548av-3p	0	0	0	0
hsa-miR-5680	0	0	0	0
hsa-miR-5681a	0	0	0	0
hsa-miR-5682	0	0	0	0
hsa-miR-548aw	0	0	0	1
hsa-miR-5683	1	0	1	0
hsa-miR-5684	1	3	1	0
hsa-miR-548ax	0	0	0	0
hsa-miR-5685	0	0	0	0
hsa-miR-5692c	0	0	0	0
hsa-miR-5687	0	0	0	0
hsa-miR-5688	0	0	0	0
hsa-miR-5681b	0	0	0	0
hsa-miR-5689	0	0	0	0
hsa-miR-5690	16	5	23	13
hsa-miR-5691	0	0	0	0
hsa-miR-5692a	0	0	0	0
hsa-miR-4666b	0	0	0	0
hsa-miR-5693	0	0	0	0
hsa-miR-5694	0	0	0	0
hsa-miR-5695	9	14	14	31
hsa-miR-5696	0	0	2	1
hsa-miR-5697	0	0	0	0
hsa-miR-5698	0	0	0	0
hsa-miR-5699-5p	0	0	0	0
hsa-miR-5699-3p	0	0	0	0
hsa-miR-5700	0	0	0	0
hsa-miR-5701	11	13	4	11
hsa-miR-5702	0	0	0	0
hsa-miR-5703	0	0	0	0
hsa-miR-5692b	0	0	0	0
hsa-miR-5704	0	0	0	0
hsa-miR-5705	0	0	0	0
hsa-miR-5706	2	1	0	1
hsa-miR-5707	0	0	0	0
hsa-miR-5708	0	0	0	0
hsa-miR-5739	0	0	0	0
hsa-miR-5787	1	2	0	0
hsa-miR-1199-5p	0	0	0	0
hsa-miR-1199-3p	0	0	0	0
hsa-miR-6068	0	0	0	0
hsa-miR-6069	0	0	0	0
hsa-miR-6070	0	0	0	0
hsa-miR-6071	0	0	0	0
hsa-miR-6072	0	0	0	0
hsa-miR-6073	0	0	0	0
hsa-miR-6074	0	0	0	0
hsa-miR-6075	0	0	0	0
hsa-miR-6076	0	0	0	0
hsa-miR-6077	0	0	0	0
hsa-miR-6078	0	0	0	0
hsa-miR-6079	0	0	0	0
hsa-miR-6080	0	0	0	0
hsa-miR-6081	0	0	0	0
hsa-miR-6082	0	0	0	0
hsa-miR-6083	0	0	0	0
hsa-miR-6084	0	0	0	0
hsa-miR-6085	0	0	0	0
hsa-miR-6086	0	0	0	0
hsa-miR-6088	0	1	0	0
hsa-miR-6089	0	0	0	0
hsa-miR-6090	0	0	0	0
hsa-miR-6124	0	0	0	0
hsa-miR-6125	0	0	0	0
hsa-miR-6126	0	0	0	0
hsa-miR-6127	0	0	0	0
hsa-miR-6128	0	0	0	0
hsa-miR-378j	0	0	0	0
hsa-miR-6129	0	0	0	0
hsa-miR-6130	0	0	0	0
hsa-miR-6131	5	17	7	16
hsa-miR-6132	0	0	0	0
hsa-miR-6133	0	0	0	0
hsa-miR-6134	0	0	0	0
hsa-miR-6165	0	0	0	0
hsa-miR-6499-5p	0	0	0	0
hsa-miR-6499-3p	0	0	0	0
hsa-miR-548ay-5p	0	4	0	3
hsa-miR-548ay-3p	8	5	21	11
hsa-miR-6500-5p	0	0	0	0
hsa-miR-6500-3p	0	0	0	0
hsa-miR-548az-5p	1	0	2	0
hsa-miR-548az-3p	0	0	0	0
hsa-miR-6501-5p	0	2	0	0
hsa-miR-6501-3p	0	0	0	0
hsa-miR-6502-5p	0	0	1	1
hsa-miR-6502-3p	0	0	0	0
hsa-miR-6503-5p	0	0	0	1
hsa-miR-6503-3p	0	0	0	0
hsa-miR-6504-5p	0	0	0	0
hsa-miR-6504-3p	0	0	0	0
hsa-miR-6505-5p	1	0	0	0
hsa-miR-6505-3p	0	0	1	1
hsa-miR-6506-5p	0	0	0	0
hsa-miR-6506-3p	0	0	0	0
hsa-miR-6507-5p	0	0	0	0
hsa-miR-6507-3p	0	0	0	0
hsa-miR-6508-5p	0	0	0	0
hsa-miR-6508-3p	0	1	0	0
hsa-miR-6509-5p	0	0	0	0
hsa-miR-6509-3p	1	0	1	5
hsa-miR-6510-5p	0	0	0	0
hsa-miR-6510-3p	0	0	0	0
hsa-miR-6511a-5p	0	0	0	0
hsa-miR-6511a-3p	10	11	20	15
hsa-miR-6512-5p	0	0	0	0
hsa-miR-6512-3p	0	0	0	0
hsa-miR-6513-5p	2	1	0	3
hsa-miR-6513-3p	13	9	30	16
hsa-miR-6514-5p	0	0	1	0
hsa-miR-6514-3p	0	1	0	0
hsa-miR-6515-5p	0	0	0	1
hsa-miR-6515-3p	0	0	0	0
hsa-miR-6715a-3p	0	0	0	0
hsa-miR-6715b-5p	0	0	0	0
